,applicationid,applicationno,agentid,updatedate,
,00030808,610003499,0000003868,2019-06-11 19:20:29.946,
,00030838,610003746,0000003868,2019-06-11 19:20:29.938,
,00030791,610003400,0000003868,2019-06-11 19:20:29.91,
,00030708,610002730,0000003868,2019-06-11 19:20:29.902,
,00030690,610002528,0000003868,2019-06-11 19:20:29.894,
,00031196,610005359,0000003868,2019-06-11 19:20:29.886,
,00030777,610003338,0000221584,2019-06-11 19:20:23.727,
,00031265,610005462,0000221584,2019-06-11 19:20:23.719,
,00030629,610002003,0000221584,2019-06-11 19:20:23.716,
,00031210,610005375,0000221584,2019-06-11 19:20:23.706,
,00030830,610003648,0000508962,2019-06-11 19:20:21.135,
,00031243,610005415,0000508962,2019-06-11 19:20:21.134,
,00030850,610004157,0000508962,2019-06-11 19:20:21.133,
,00030644,610002203,0000508962,2019-06-11 19:20:21.133,
,00030701,610002547,0000508962,2019-06-11 19:20:21.132,
,00030803,610003443,0000635982,2019-06-11 19:20:20.316,
,00031147,610005313,0000635982,2019-06-11 19:20:20.314,
,00031201,610005368,0000635982,2019-06-11 19:20:20.313,
,00031245,610005440,0000635982,2019-06-11 19:20:20.311,
,00030819,610003521,0000617286,2019-06-11 19:20:15.73,
,00030851,610004195,0000617286,2019-06-11 19:20:15.73,
,00030722,610002917,0000617286,2019-06-11 19:20:15.729,
,00030829,610003609,0000617286,2019-06-11 19:20:15.728,
,00030678,610002450,0000617286,2019-06-11 19:20:15.727,
,00031226,610005391,0000617286,2019-06-11 19:20:15.726,
,00030743,610003248,0000617286,2019-06-11 19:20:15.726,
,00031255,610005441,0000531336,2019-06-11 19:20:15.589,
,00030770,610003333,0000531336,2019-06-11 19:20:15.588,
,00030623,610001903,0000531336,2019-06-11 19:20:15.587,
,00030652,610002220,0000531336,2019-06-11 19:20:15.587,
,00030688,610002531,0000531336,2019-06-11 19:20:15.586,
,00031215,610005376,0000531336,2019-06-11 19:20:15.585,
,00031148,610005308,0000531336,2019-06-11 19:20:15.584,
,00030783,610003348,0000006921,2019-06-11 19:20:09.364,
,00030646,610002205,0000006921,2019-06-11 19:20:09.361,
,00030805,610003446,0000006921,2019-06-11 19:20:09.361,
,00031271,610005466,0000006921,2019-06-11 19:20:09.359,
,00031172,610005332,0000006921,2019-06-11 19:20:09.358,
,00030778,610003344,0000657361,2019-06-11 19:20:09.195,
,00030709,610002729,0000657361,2019-06-11 19:20:09.193,
,00030625,610001952,0000657361,2019-06-11 19:20:09.192,
,00030691,610002534,0000657361,2019-06-11 19:20:09.191,
,00031195,610005357,0000657361,2019-06-11 19:20:09.19,
,00030793,610003402,0000632628,2019-06-11 19:20:04.078,
,00030818,610003516,0000632628,2019-06-11 19:20:04.077,
,00031134,610005294,0000632628,2019-06-11 19:20:04.075,
,00030736,610003117,0000632628,2019-06-11 19:20:04.073,
,00031253,610005439,0000632628,2019-06-11 19:20:04.072,
,00030703,610002549,0000016423,2019-06-11 19:20:02.946,
,00031200,610005364,0000016423,2019-06-11 19:20:02.944,
,00030672,610002401,0000016423,2019-06-11 19:20:02.943,
,00030714,610002801,0000016423,2019-06-11 19:20:02.942,
,00031268,610005461,0000016423,2019-06-11 19:20:02.942,
,00031176,610005339,0000164149,2019-06-11 19:20:01.496,
,00031272,610005468,0000164149,2019-06-11 19:20:01.495,
,00030771,610003336,0000628351,2019-06-11 19:19:58.004,
,00031202,610005362,0000628351,2019-06-11 19:19:58.002,
,00030631,610002024,0000628351,2019-06-11 19:19:58.001,
,00030842,610003945,0000628351,2019-06-11 19:19:58,
,00031267,610005464,0000628351,2019-06-11 19:19:57.999,
,00030622,610001904,0000628351,2019-06-11 19:19:57.999,
,00030734,610003119,0000017627,2019-06-11 19:19:57.156,
,00030839,610003747,0000017627,2019-06-11 19:19:57.155,
,00031184,610005344,0000017627,2019-06-11 19:19:57.154,
,00030767,610003328,0000017627,2019-06-11 19:19:57.153,
,00030667,610002319,0000573403,2019-06-11 19:19:56.954,
,00030766,610003331,0000573403,2019-06-11 19:19:56.953,
,00030813,610003504,0000573403,2019-06-11 19:19:56.952,
,00030639,610002134,0000573403,2019-06-11 19:19:56.951,
,00031216,610005378,0000573403,2019-06-11 19:19:56.95,
,00031266,610005459,0000573403,2019-06-11 19:19:56.949,
,00031177,610005337,0000550175,2019-06-11 19:19:55.567,
,00030735,610003115,0000550175,2019-06-11 19:19:55.567,
,00030745,610003250,0000550175,2019-06-11 19:19:55.566,
,00031270,610005465,0000550175,2019-06-11 19:19:55.565,
,00030640,610002133,0000550175,2019-06-11 19:19:55.564,
,00030746,610003255,0000016764,2019-06-11 19:19:50.933,
,00030732,610003118,0000016764,2019-06-11 19:19:50.933,
,00030795,610003404,0000016764,2019-06-11 19:19:50.932,
,00030852,610004242,0000016764,2019-06-11 19:19:50.931,
,00030692,610002526,0000016764,2019-06-11 19:19:50.928,
,00030648,610002209,0000016764,2019-06-11 19:19:50.928,
,00031213,610005377,0000016764,2019-06-11 19:19:50.927,
,00030684,610002502,0000631481,2019-06-11 19:19:45.995,
,00031146,610005307,0000631481,2019-06-11 19:19:45.994,
,00031282,610005473,0000631481,2019-06-11 19:19:45.993,
,00031211,610005370,0000631481,2019-06-11 19:19:45.992,
,00030683,610002501,0000550124,2019-06-11 19:19:42.241,
,00030799,610003417,0000550124,2019-06-11 19:19:42.238,
,00030676,610002448,0000550124,2019-06-11 19:19:42.237,
,00031208,610005365,0000550124,2019-06-11 19:19:42.236,
,00031235,610005392,0000550124,2019-06-11 19:19:42.235,
,00030809,610003500,0000658348,2019-06-11 19:07:18.02,
,00030828,610003620,0000658348,2019-06-11 19:07:18.019,
,00031212,610005372,0000658348,2019-06-11 19:07:18.018,
,00030642,610002135,0000658348,2019-06-11 19:07:18.017,
,00030647,610002217,0000658348,2019-06-11 19:07:18.016,
,00030675,610002403,0000658348,2019-06-11 19:07:18.015,
,00030700,610002546,0000658348,2019-06-11 19:07:18.015,
,00031260,610005457,0000658348,2019-06-11 19:07:18.014,
,00030776,610003341,0000658348,2019-06-11 19:07:18.013,
,00030811,610003507,0000661322,2019-06-11 19:04:22.025,
,00031198,610005358,0000661322,2019-06-11 19:04:22.024,
,00030710,610002733,0000661322,2019-06-11 19:04:22.022,
,00031275,610005469,0000661322,2019-06-11 19:04:22.021,
,00030784,610003347,0000661322,2019-06-11 19:04:22.02,
,00030826,610003610,0000072616,2019-06-11 18:59:19.698,
,00031193,610005354,0000072616,2019-06-11 18:59:19.697,
,00030633,610002049,0000072616,2019-06-11 18:59:19.695,
,00030702,610002548,0000072616,2019-06-11 18:59:19.694,
,00030790,610003370,0000002767,2019-06-11 18:56:22.232,
,00030719,610002871,0000002767,2019-06-11 18:56:22.213,
,00031132,610005287,0000002767,2019-06-11 18:56:22.201,
,00031246,610005425,0000002767,2019-06-11 18:56:22.176,
,00031142,610005296,0000643479,2019-06-11 18:55:11.481,
,00031124,610005300,0000626786,2019-06-11 18:55:11.3,
,00031278,610005471,0000626786,2019-06-11 18:55:11.29,
,00030785,610003366,0000651735,2019-06-11 18:55:10.773,
,00031154,610005323,0000651735,2019-06-11 18:55:10.765,
,00030718,610002869,0000651735,2019-06-11 18:55:10.743,
,00031249,610005438,0000651735,2019-06-11 18:55:10.741,
,36701,610011454,0000651735,2019-06-11 18:55:10.725,
,36537,610011288,0000651735,2019-06-11 18:55:10.711,
,40244,610015042,0000651735,2019-06-11 18:55:10.693,
,40344,610015144,0000651735,2019-06-11 18:55:10.687,
,40445,610015244,0000651735,2019-06-11 18:55:10.673,
,36798,610011552,0000651735,2019-06-11 18:55:10.653,
,39857,610014633,0000651735,2019-06-11 18:55:10.625,
,40754,610015538,0000651735,2019-06-11 18:55:10.613,
,36528,610011275,0000535956,2019-06-11 18:55:07.845,
,36626,610011379,0000535956,2019-06-11 18:55:07.837,
,36831,610011584,0000535956,2019-06-11 18:55:07.825,
,40243,610015040,0000535956,2019-06-11 18:55:07.701,
,39836,610014619,0000535956,2019-06-11 18:55:07.693,
,40046,610014847,0000535956,2019-06-11 18:55:07.677,
,40138,610014926,0000535956,2019-06-11 18:55:07.669,
,40375,610015161,0000535956,2019-06-11 18:55:07.661,
,40603,610015392,0000535956,2019-06-11 18:55:07.649,
,40640,610015443,0000535956,2019-06-11 18:55:07.641,
,36492,610011251,0000596752,2019-06-11 18:55:06.569,
,36717,610011470,0000596752,2019-06-11 18:55:06.557,
,36792,610011546,0000596752,2019-06-11 18:55:06.549,
,36865,610011623,0000596752,2019-06-11 18:55:06.545,
,36916,610011668,0000596752,2019-06-11 18:55:06.541,
,40241,610015027,0000596752,2019-06-11 18:55:06.453,
,40063,610014844,0000596752,2019-06-11 18:55:06.433,
,40167,610014947,0000596752,2019-06-11 18:55:06.425,
,40330,610015120,0000596752,2019-06-11 18:55:06.417,
,40563,610015356,0000596752,2019-06-11 18:55:06.405,
,40632,610015420,0000596752,2019-06-11 18:55:06.397,
,40737,610015528,0000596752,2019-06-11 18:55:06.389,
,00031169,610005320,0000188924,2019-06-11 18:55:02.815,
,36721,610011468,0000188924,2019-06-11 18:55:02.801,
,36557,610011309,0000188924,2019-06-11 18:55:02.705,
,36498,610011249,0000188924,2019-06-11 18:55:02.689,
,36897,610011649,0000188924,2019-06-11 18:55:02.677,
,40665,610015451,0000188924,2019-06-11 18:55:02.561,
,40441,610015234,0000188924,2019-06-11 18:55:02.553,
,40334,610015119,0000188924,2019-06-11 18:55:02.549,
,40158,610014941,0000188924,2019-06-11 18:55:02.545,
,40530,610015317,0000188924,2019-06-11 18:55:02.533,
,40519,610015308,0000188924,2019-06-11 18:55:02.525,
,36522,610011272,0000618245,2019-06-11 18:55:02.137,
,36615,610011366,0000618245,2019-06-11 18:55:02.129,
,36709,610011453,0000618245,2019-06-11 18:55:02.121,
,36793,610011545,0000618245,2019-06-11 18:55:02.117,
,39769,610014552,0000618245,2019-06-11 18:55:02.029,
,40269,610015052,0000618245,2019-06-11 18:55:02.022,
,39875,610014647,0000618245,2019-06-11 18:55:02.017,
,39945,610014732,0000618245,2019-06-11 18:55:02.011,
,40058,610014840,0000618245,2019-06-11 18:55:02.01,
,40149,610014930,0000618245,2019-06-11 18:55:02.005,
,40362,610015146,0000618245,2019-06-11 18:55:02.001,
,40449,610015228,0000618245,2019-06-11 18:55:01.997,
,40562,610015348,0000618245,2019-06-11 18:55:01.993,
,40651,610015438,0000618245,2019-06-11 18:55:01.989,
,40757,610015541,0000618245,2019-06-11 18:55:01.981,
,00030832,610003674,0000531315,2019-06-11 18:54:58.045,
,00031231,610005400,0000531315,2019-06-11 18:54:58.021,
,00031122,610005284,0000531315,2019-06-11 18:54:58.013,
,00030753,610003261,0000531315,2019-06-11 18:54:58.001,
,36898,610011667,0000531315,2019-06-11 18:54:57.937,
,40744,610015559,0000531315,2019-06-11 18:54:57.781,
,40143,610014939,0000531315,2019-06-11 18:54:57.773,
,40347,610015158,0000531315,2019-06-11 18:54:57.765,
,39858,610014639,0000531315,2019-06-11 18:54:57.665,
,40638,610015425,0000531315,2019-06-11 18:54:57.653,
,00031150,610005316,0000531663,2019-06-11 18:54:52.891,
,00031258,610005449,0000531663,2019-06-11 18:54:52.89,
,40372,610015156,0000531663,2019-06-11 18:54:52.888,
,40740,610015550,0000531663,2019-06-11 18:54:52.873,
,36797,610011550,0000531663,2019-06-11 18:54:52.872,
,40272,610015056,0000531663,2019-06-11 18:54:52.87,
,39966,610014752,0000531663,2019-06-11 18:54:52.869,
,40075,610014861,0000531663,2019-06-11 18:54:52.869,
,40556,610015340,0000531663,2019-06-11 18:54:52.868,
,39845,610014640,0000531663,2019-06-11 18:54:52.868,
,36927,610011681,0000531663,2019-06-11 18:54:52.866,
,00031219,610005386,0000610627,2019-06-11 18:54:45.49,
,00030627,610001967,0000610627,2019-06-11 18:54:45.489,
,00030786,610003367,0000610627,2019-06-11 18:54:45.489,
,00030689,610002529,0000610627,2019-06-11 18:54:45.488,
,00031130,610005286,0000610627,2019-06-11 18:54:45.487,
,40642,610015437,0000610627,2019-06-11 18:54:45.486,
,39867,610014658,0000610627,2019-06-11 18:54:45.484,
,40159,610014938,0000610627,2019-06-11 18:54:45.483,
,36614,610011360,0000610627,2019-06-11 18:54:45.473,
,36519,610011267,0000610627,2019-06-11 18:54:45.465,
,36728,610011479,0000610627,2019-06-11 18:54:45.464,
,36826,610011579,0000610627,2019-06-11 18:54:45.462,
,40736,610015526,0000610627,2019-06-11 18:54:45.462,
,40459,610015242,0000610627,2019-06-11 18:54:45.461,
,40367,610015152,0000610627,2019-06-11 18:54:45.46,
,40036,610014821,0000610627,2019-06-11 18:54:45.46,
,39959,610014743,0000610627,2019-06-11 18:54:45.459,
,40260,610015045,0000610627,2019-06-11 18:54:45.454,
,00032382,610006877,0000610627,2019-06-11 18:54:45.45,
,00032383,610006884,0000610627,2019-06-11 18:54:45.449,
,00033506,610008092,0000610627,2019-06-11 18:54:45.448,
,00032484,610006997,0000610627,2019-06-11 18:54:45.447,
,00033507,610008093,0000610627,2019-06-11 18:54:45.447,
,00032384,610006886,0000610627,2019-06-11 18:54:45.446,
,00032485,610006998,0000610627,2019-06-11 18:54:45.445,
,00031135,610005299,0000632488,2019-06-11 18:54:44.709,
,00031181,610005346,0000485065,2019-06-11 18:54:44.6,
,00031227,610005388,0000485065,2019-06-11 18:54:44.598,
,00030728,610003071,0000485065,2019-06-11 18:54:44.597,
,00030822,610003560,0000485065,2019-06-11 18:54:44.596,
,00030833,610003672,0000160267,2019-06-11 18:54:42.502,
,00030789,610003365,0000160267,2019-06-11 18:54:42.501,
,00031190,610005352,0000160267,2019-06-11 18:54:42.498,
,36803,610011575,0000624345,2019-06-11 18:54:42.411,
,36504,610011271,0000624345,2019-06-11 18:54:42.386,
,40478,610015264,0000624345,2019-06-11 18:54:42.385,
,40134,610014920,0000624345,2019-06-11 18:54:42.384,
,40756,610015540,0000624345,2019-06-11 18:54:42.383,
,00031157,610005329,0000624345,2019-06-11 18:54:42.371,
,36830,610011583,0000581453,2019-06-11 18:54:37.194,
,36895,610011650,0000581453,2019-06-11 18:54:37.193,
,40262,610015046,0000581453,2019-06-11 18:54:37.185,
,39878,610014662,0000581453,2019-06-11 18:54:37.184,
,39977,610014763,0000581453,2019-06-11 18:54:37.183,
,40139,610014925,0000581453,2019-06-11 18:54:37.182,
,40447,610015258,0000581453,2019-06-11 18:54:37.181,
,40571,610015358,0000581453,2019-06-11 18:54:37.18,
,40649,610015432,0000581453,2019-06-11 18:54:37.179,
,00030801,610003441,0000656809,2019-06-11 18:54:35.995,
,00031206,610005373,0000656809,2019-06-11 18:54:35.993,
,00030843,610003995,0000656809,2019-06-11 18:54:35.992,
,00031264,610005460,0000656809,2019-06-11 18:54:35.991,
,00031180,610005340,0000059218,2019-06-11 18:54:35.355,
,00030806,610003448,0000637425,2019-06-11 18:54:34.712,
,00030855,610004244,0000637425,2019-06-11 18:54:34.711,
,00030620,610001827,0000637425,2019-06-11 18:54:34.709,
,00031125,610005279,0000637425,2019-06-11 18:54:34.709,
,00030856,610004297,0000637425,2019-06-11 18:54:34.708,
,00031262,610005458,0000637425,2019-06-11 18:54:34.707,
,00030632,610002048,0000637425,2019-06-11 18:54:34.707,
,00030711,610002737,0000637425,2019-06-11 18:54:34.706,
,00031204,610005367,0000637425,2019-06-11 18:54:34.705,
,00030662,610002230,0000637425,2019-06-11 18:54:34.705,
,00030670,610002374,0000195464,2019-06-11 18:54:31.611,
,00030630,610002005,0000195464,2019-06-11 18:54:31.609,
,00031188,610005348,0000195464,2019-06-11 18:54:31.608,
,00030751,610003267,0000195464,2019-06-11 18:54:31.607,
,00030729,610003070,0000195464,2019-06-11 18:54:31.606,
,36508,610011285,0000195464,2019-06-11 18:54:31.606,
,39837,610014620,0000195464,2019-06-11 18:54:31.599,
,36818,610011571,0000195464,2019-06-11 18:54:31.588,
,36734,610011487,0000195464,2019-06-11 18:54:31.587,
,40668,610015459,0000195464,2019-06-11 18:54:31.587,
,40144,610014937,0000195464,2019-06-11 18:54:31.586,
,40337,610015122,0000195464,2019-06-11 18:54:31.585,
,40476,610015261,0000195464,2019-06-11 18:54:31.585,
,40542,610015333,0000195464,2019-06-11 18:54:31.583,
,39974,610014760,0000195464,2019-06-11 18:54:31.583,
,36597,610011349,0000653726,2019-06-11 18:54:30.778,
,36786,610011541,0000653726,2019-06-11 18:54:30.777,
,36919,610011675,0000653726,2019-06-11 18:54:30.776,
,40230,610015017,0000653726,2019-06-11 18:54:30.768,
,40285,610015071,0000653726,2019-06-11 18:54:30.767,
,40038,610014823,0000653726,2019-06-11 18:54:30.766,
,40370,610015154,0000653726,2019-06-11 18:54:30.765,
,40448,610015225,0000653726,2019-06-11 18:54:30.764,
,40734,610015524,0000653726,2019-06-11 18:54:30.763,
,40664,610015455,0000653726,2019-06-11 18:54:30.763,
,40278,610015064,0000560498,2019-06-11 18:54:27.849,
,36932,610011687,0000560498,2019-06-11 18:54:27.835,
,39848,610014654,0000560498,2019-06-11 18:54:27.834,
,40675,610015464,0000560498,2019-06-11 18:54:27.833,
,36714,610011460,0000560498,2019-06-11 18:54:27.83,
,40130,610014919,0000560498,2019-06-11 18:54:27.828,
,00031228,610005387,0000560498,2019-06-11 18:54:27.816,
,00031145,610005305,0000560498,2019-06-11 18:54:27.815,
,36804,610011581,0000014709,2019-06-11 18:54:24.675,
,36630,610011382,0000003891,2019-06-11 18:54:24.534,
,36828,610011577,0000003891,2019-06-11 18:54:24.533,
,40045,610014838,0000003891,2019-06-11 18:54:24.522,
,40645,610015429,0000003891,2019-06-11 18:54:24.52,
,00031173,610005336,0000195560,2019-06-11 18:54:19.176,
,00030624,610001906,0000195560,2019-06-11 18:54:19.175,
,00030643,610002151,0000195560,2019-06-11 18:54:19.174,
,00031257,610005448,0000195560,2019-06-11 18:54:19.173,
,00030775,610003342,0000195560,2019-06-11 18:54:19.172,
,00030685,610002504,0000195560,2019-06-11 18:54:19.172,
,00030712,610002774,0000005826,2019-06-11 18:54:18.125,
,00030831,610003670,0000005826,2019-06-11 18:54:18.124,
,00031233,610005396,0000005826,2019-06-11 18:54:18.122,
,00031164,610005302,0000489653,2019-06-10 12:36:19.244,
,00031263,610005456,0000489653,2019-06-10 12:36:19.243,
,00030680,610002475,0000489653,2019-06-10 12:36:19.242,
,00031186,610005351,0000516895,2019-06-10 12:35:53.029,
,41964,620000519,0000000344,2019-06-10 11:29:54.269,
,40648,610015433,0000636549,2019-06-10 10:37:23.576,
,36889,610011640,0000636549,2019-06-10 10:37:23.575,
,36698,610011452,0000636549,2019-06-10 10:37:23.566,
,36568,610011319,0000636549,2019-06-10 10:37:23.565,
,36515,610011264,0000636549,2019-06-10 10:37:23.564,
,36811,610011561,0000636549,2019-06-10 10:37:23.555,
,40253,610015034,0000636549,2019-06-10 10:37:23.554,
,40160,610014942,0000636549,2019-06-10 10:37:23.553,
,40357,610015138,0000636549,2019-06-10 10:37:23.552,
,39765,610014547,0000636549,2019-06-10 10:37:23.551,
,39860,610014638,0000636549,2019-06-10 10:37:23.551,
,39933,610014717,0000636549,2019-06-10 10:37:23.55,
,40554,610015338,0000636549,2019-06-10 10:37:23.548,
,00030760,610003286,0000636549,2019-06-10 10:37:23.54,
,00031161,610005317,0000636549,2019-06-10 10:37:23.537,
,00031220,610005380,0000636549,2019-06-10 10:37:23.534,
,00031178,610005343,0000641289,2019-06-10 10:35:54.276,
,00030679,610002477,0000641289,2019-06-10 10:35:54.275,
,00031209,610005369,0000712943,2019-06-09 12:25:03.828,
,00030847,610004155,0000712943,2019-06-09 12:25:03.826,
,00031222,610005381,0000712943,2019-06-09 12:25:03.824,
,00030748,610003270,0000712943,2019-06-09 12:25:03.823,
,00030681,610002479,0000591982,2019-06-09 10:24:47.201,
,00031165,610005311,0000591982,2019-06-09 10:24:47.199,
,00030848,610004151,0000591982,2019-06-09 10:24:47.197,
,00030749,610003263,0000135063,2019-06-09 08:24:59.736,
,00030626,610001955,0000135063,2019-06-09 08:24:59.734,
,00030860,610004858,0000135063,2019-06-09 08:24:59.732,
,00031126,610005283,0000135063,2019-06-09 08:24:59.731,
,00030794,610003405,0000135063,2019-06-09 08:24:59.729,
,00030756,610003276,0000009863,2019-06-09 04:24:54.028,
,00031127,610005282,0000009863,2019-06-09 04:24:54.027,
,41458,620000001,0000009863,2019-06-09 04:24:54.025,
,00031162,610005301,0000102824,2019-06-09 02:25:03.882,
,00030754,610003288,0000102824,2019-06-09 02:25:03.881,
,00030861,610004859,0000102824,2019-06-09 02:25:03.88,
,00031242,610005437,0000102824,2019-06-09 02:25:03.878,
,00030657,610002237,0000015036,2019-06-08 22:25:09.409,
,00031160,610005334,0000015036,2019-06-08 22:25:09.408,
,00030757,610003285,0000015036,2019-06-08 22:25:09.406,
,00030668,610002370,0000015036,2019-06-08 22:25:09.405,
,00031230,610005399,0000015036,2019-06-08 22:25:09.404,
,00032764,610007281,0000015036,2019-06-08 22:25:09.402,
